_id,popularity,duration,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,timeSignature,valence,_class,spotUrl,ytUrl._id,ytUrl.LinkName,ytUrl.type,ytUrl.url,dlink._id,dlink.LinkName,dlink.type,dlink.url,lyric._id,lyric.LinkName,lyric.type,lyric.url,artInfo._id,artInfo.LinkName,artInfo.type,artInfo.url,albInfo._id,albInfo.LinkName,albInfo.type,albInfo.url
All I Want (For Christmas),41,181144,0.8109999895095825,0.5809999704360962,0.25699999928474426,0,7,0.5139999985694885,-10.079000473022461,0,0.03550000116229057,140.0070037841797,4,0.296999990940094,dev.eshanM.Musik.Song,64e0921aaea7d56b2f154019,64e0921aaea7d56b2f15401a,Youtube,yt,null,64e0921aaea7d56b2f15401b,Download : 9x,dlink,null,64e0921baea7d56b2f15401c,Lyrics : Genius,lyric,null,64e0921baea7d56b2f15401d,Liam Payne,artInfo,https://open.spotify.com/artist/5pUo3fmmHT8bhCyHE52hA6,64e0921baea7d56b2f15401e,All I Want (For Christmas),albInfo,https://open.spotify.com/album/6hM2ulYVBbQiYDlEgliSaM
Mistletoe and Wine,40,245333,0.6880000233650208,0.49799999594688416,0.4320000112056732,0,9,0.13600000739097595,-14.38599967956543,1,0.03449999913573265,135.01499938964844,3,0.36500000953674316,dev.eshanM.Musik.Song,64e0921caea7d56b2f15401f,64e0921caea7d56b2f154020,Youtube,yt,null,64e0921caea7d56b2f154021,Download : 9x,dlink,null,64e0921caea7d56b2f154022,Lyrics : Genius,lyric,null,64e0921daea7d56b2f154023,Cliff Richard,artInfo,https://open.spotify.com/artist/2nvKpWcP8etYTq4JrRiUiy,64e0921daea7d56b2f154024,Together With Cliff Richard,albInfo,https://open.spotify.com/album/5yaUrYOylXyPC7jEV0o2YZ
Take Me Home For Christmas,40,203880,0.16300000250339508,0.6940000057220459,0.7689999938011169,0,6,0.09759999811649323,-4.664999961853027,1,0.032499998807907104,93.03299713134766,4,0.6629999876022339,dev.eshanM.Musik.Song,64e0921eaea7d56b2f154025,64e0921eaea7d56b2f154026,Youtube,yt,null,64e0921eaea7d56b2f154027,Download : 9x,dlink,null,64e0921eaea7d56b2f154028,Lyrics : Genius,lyric,null,64e0921eaea7d56b2f154029,Dan + Shay,artInfo,https://open.spotify.com/artist/7z5WFjZAIYejWy0NI5lv4T,64e0921faea7d56b2f15402a,Take Me Home For Christmas,albInfo,https://open.spotify.com/album/5nzOzmqaWGkrlfWfk9Jrfh
"Baby, It's Cold Outside - Remastered 2004",40,143027,0.8100000023841858,0.49900001287460327,0.30399999022483826,0,0,0.05460000038146973,-11.541000366210938,1,0.0632999986410141,129.30099487304688,4,0.5210000276565552,dev.eshanM.Musik.Song,64e09220aea7d56b2f15402b,64e09220aea7d56b2f15402c,Youtube,yt,null,64e09220aea7d56b2f15402d,Download : 9x,dlink,null,64e09220aea7d56b2f15402e,Lyrics : Genius,lyric,null,64e09220aea7d56b2f15402f,Dean Martin,artInfo,https://open.spotify.com/artist/49e4v89VmlDcFCMyDv9wQ9,64e09221aea7d56b2f154030,Christmas Classics,albInfo,https://open.spotify.com/album/3f22Ap0VSZYWsqrGcphUnY
Have Yourself a Merry Little Christmas,39,243133,0.8709999918937683,0.24400000274181366,0.27399998903274536,0.000011799999811046291,8,0.08969999849796295,-10.432999610900879,1,0.03999999910593033,68.53399658203125,4,0.164000004529953,dev.eshanM.Musik.Song,64e09222aea7d56b2f154031,64e09222aea7d56b2f154032,Youtube,yt,null,64e09222aea7d56b2f154033,Download : 9x,dlink,null,64e09222aea7d56b2f154034,Lyrics : Genius,lyric,null,64e09222aea7d56b2f154035,Christina Aguilera,artInfo,https://open.spotify.com/artist/1l7ZsJRRS8wlW3WfJfPfNS,64e09222aea7d56b2f154036,My Kind Of Christmas,albInfo,https://open.spotify.com/album/0EmIJRj74RImuDbGJh4iOu
Under The Mistletoe,40,225688,0.01679999940097332,0.43700000643730164,0.8019999861717224,0,2,0.0860000029206276,-5.063000202178955,1,0.11100000143051147,178.13699340820312,4,0.7039999961853027,dev.eshanM.Musik.Song,64e09224aea7d56b2f154037,64e09224aea7d56b2f154038,Youtube,yt,null,64e09224aea7d56b2f154039,Download : 9x,dlink,null,64e09224aea7d56b2f15403a,Lyrics : Genius,lyric,null,64e09225aea7d56b2f15403b,Kelly Clarkson,artInfo,https://open.spotify.com/artist/3BmGtnKgCSGYIUhmivXKWX,64e09225aea7d56b2f15403c,Under The Mistletoe,albInfo,https://open.spotify.com/album/2nndXLmS4C16yX7UJBWW2U
"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")",65,277500,0.5860000252723694,0.2709999978542328,0.7260000109672546,0,7,0.3529999852180481,-6.504000186920166,1,0.05270000174641609,87.42500305175781,4,0.5320000052452087,dev.eshanM.Musik.Song,64e09268aea7d56b2f15403d,64e09268aea7d56b2f15403e,Youtube,yt,null,64e09269aea7d56b2f15403f,Download : 9x,dlink,null,64e09269aea7d56b2f154040,Lyrics : Genius,lyric,null,64e09269aea7d56b2f154041,Pritam,artInfo,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,64e09269aea7d56b2f154042,"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")",albInfo,https://open.spotify.com/album/7BE0KM7dc0f4MX6Kc6kCuN
Tere Vaaste,53,189136,0.3149999976158142,0.7620000243186951,0.7170000076293945,0.000018700000509852543,7,0.09139999747276306,-8.315999984741211,0,0.03720000013709068,109.99600219726562,4,0.9580000042915344,dev.eshanM.Musik.Song,64e0926aaea7d56b2f154043,64e0926aaea7d56b2f154044,Youtube,yt,null,64e0926baea7d56b2f154045,Download : 9x,dlink,null,64e0926baea7d56b2f154046,Lyrics : Genius,lyric,null,64e0926baea7d56b2f154047,Varun Jain,artInfo,https://open.spotify.com/artist/4gzrZDyL5gYiROkv27pYKx,64e0926baea7d56b2f154048,Zara Hatke Zara Bachke (Original Motion Picture Soundtrack),albInfo,https://open.spotify.com/album/6Z9XfG5fDAU8Nu3GNEDhYK
Rangisari,67,223271,0.27000001072883606,0.5239999890327454,0.7580000162124634,0.12999999523162842,10,0.10599999874830246,-9.279999732971191,1,0.05380000174045563,140.01199340820312,4,0.3190000057220459,dev.eshanM.Musik.Song,64e0926caea7d56b2f154049,64e0926caea7d56b2f15404a,Youtube,yt,null,64e0926caea7d56b2f15404b,Download : 9x,dlink,null,64e0926daea7d56b2f15404c,Lyrics : Genius,lyric,null,64e0926daea7d56b2f15404d,Kanishk Seth,artInfo,https://open.spotify.com/artist/4hGFNXuWut4b2sfJCJJNEo,64e0926daea7d56b2f15404e,Jugjugg Jeeyo,albInfo,https://open.spotify.com/album/49wsmGDdtSoQiLt2lsVbaQ
"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")",66,213611,0.23499999940395355,0.8209999799728394,0.8230000138282776,0,2,0.2070000022649765,-5.454999923706055,1,0.10000000149011612,107.9530029296875,4,0.4790000021457672,dev.eshanM.Musik.Song,64e0926eaea7d56b2f15404f,64e0926eaea7d56b2f154050,Youtube,yt,null,64e0926eaea7d56b2f154051,Download : 9x,dlink,null,64e0926faea7d56b2f154052,Lyrics : Genius,lyric,null,64e0926faea7d56b2f154053,Pritam,artInfo,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,64e0926faea7d56b2f154054,"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")",albInfo,https://open.spotify.com/album/4mrXgKhegKi7Ol4pdN4z3Q
"Besharam Rang (From ""Pathaan"")",79,258474,0.05869999900460243,0.7730000019073486,0.7950000166893005,0.002369999885559082,8,0.15399999916553497,-5.5370001792907715,0,0.041200000792741776,115.99700164794922,4,0.6489999890327454,dev.eshanM.Musik.Song,64e09270aea7d56b2f154055,64e09270aea7d56b2f154056,Youtube,yt,null,64e09270aea7d56b2f154057,Download : 9x,dlink,null,64e09271aea7d56b2f154058,Lyrics : Genius,lyric,null,64e09271aea7d56b2f154059,Vishal-Shekhar,artInfo,https://open.spotify.com/artist/6Mv8GjQa7LKUGCAqa9qqdb,64e09271aea7d56b2f15405a,"Besharam Rang (From ""Pathaan"")",albInfo,https://open.spotify.com/album/5CvI5ppsG522pV554VLezD
Tere Pyaar Mein,82,265108,0.11100000143051147,0.6790000200271606,0.7480000257492065,0,9,0.18299999833106995,-5.486999988555908,0,0.05400000140070915,118.94499969482422,4,0.4059999883174896,dev.eshanM.Musik.Song,64e09272aea7d56b2f15405b,64e09272aea7d56b2f15405c,Youtube,yt,null,64e09273aea7d56b2f15405d,Download : 9x,dlink,null,64e09273aea7d56b2f15405e,Lyrics : Genius,lyric,null,64e09273aea7d56b2f15405f,Pritam,artInfo,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,64e09273aea7d56b2f154060,"Tere Pyaar Mein (From ""Tu Jhoothi Main Makkaar"")",albInfo,https://open.spotify.com/album/5uAi4ZZc7zRdd6PsKNcJXO
Sooraj Dooba Hain,70,264854,0.1720000058412552,0.6159999966621399,0.75,0,2,0.13699999451637268,-4.629000186920166,1,0.05939999967813492,128.05099487304688,4,0.4339999854564667,dev.eshanM.Musik.Song,64e09274aea7d56b2f154061,64e09274aea7d56b2f154062,Youtube,yt,null,64e09274aea7d56b2f154063,Download : 9x,dlink,null,64e09274aea7d56b2f154064,Lyrics : Genius,lyric,null,64e09274aea7d56b2f154065,Arijit Singh,artInfo,https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw,64e09275aea7d56b2f154066,Roy,albInfo,https://open.spotify.com/album/4ixAjixkWs8mCNdlTH1Cdf
Jhoome Jo Pathaan,80,208164,0.09640000015497208,0.8169999718666077,0.7379999756813049,0,7,0.3310000002384186,-7.638999938964844,1,0.07479999959468842,104.96399688720703,4,0.6159999966621399,dev.eshanM.Musik.Song,64e09276aea7d56b2f154067,64e09276aea7d56b2f154068,Youtube,yt,null,64e09276aea7d56b2f154069,Download : 9x,dlink,null,64e09276aea7d56b2f15406a,Lyrics : Genius,lyric,null,64e09276aea7d56b2f15406b,Vishal-Shekhar,artInfo,https://open.spotify.com/artist/6Mv8GjQa7LKUGCAqa9qqdb,64e09277aea7d56b2f15406c,Pathaan,albInfo,https://open.spotify.com/album/2ooWY7xriwwyj23dAI32C2
"Ghungroo (From ""War"")",71,302935,0.07440000027418137,0.6949999928474426,0.7269999980926514,0.00017499999376013875,6,0.5329999923706055,-6.27400016784668,0,0.03229999914765358,118.03399658203125,4,0.8640000224113464,dev.eshanM.Musik.Song,64e09278aea7d56b2f15406d,64e09278aea7d56b2f15406e,Youtube,yt,null,64e09278aea7d56b2f15406f,Download : 9x,dlink,null,64e09278aea7d56b2f154070,Lyrics : Genius,lyric,null,64e09278aea7d56b2f154071,Vishal-Shekhar,artInfo,https://open.spotify.com/artist/6Mv8GjQa7LKUGCAqa9qqdb,64e09278aea7d56b2f154072,"Ghungroo (From ""War"")",albInfo,https://open.spotify.com/album/1FU97iwW5a0nV7wq3Mk5DQ
"Manike (From ""Thank God"")",78,197474,0.5220000147819519,0.5509999990463257,0.578000009059906,0,1,0.0729999989271164,-7.005000114440918,0,0.07320000231266022,106.77200317382812,4,0.5090000033378601,dev.eshanM.Musik.Song,64e0927aaea7d56b2f154073,64e0927aaea7d56b2f154074,Youtube,yt,null,64e0927aaea7d56b2f154075,Download : 9x,dlink,null,64e0927aaea7d56b2f154076,Lyrics : Genius,lyric,null,64e0927aaea7d56b2f154077,Yohani,artInfo,https://open.spotify.com/artist/6hyCmqlpgEhkMKKr65sFgI,64e0927aaea7d56b2f154078,"Manike (From ""Thank God"")",albInfo,https://open.spotify.com/album/30CfQvXOWrJx6kCglMcbo3
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",68,266075,0.531000018119812,0.5559999942779541,0.5519999861717224,0,4,0.12099999934434891,-5.875,1,0.037300001829862595,100.0510025024414,4,0.531000018119812,dev.eshanM.Musik.Song,64e0927baea7d56b2f154079,64e0927caea7d56b2f15407a,Youtube,yt,null,64e0927caea7d56b2f15407b,Download : 9x,dlink,null,64e0927caea7d56b2f15407c,Lyrics : Genius,lyric,null,64e0927caea7d56b2f15407d,Sachin-Jigar,artInfo,https://open.spotify.com/artist/1mBydYMVBECdDmMfE2sEUO,64e0927caea7d56b2f15407e,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"") - Single",albInfo,https://open.spotify.com/album/1skD49xUwXnHLMrlEKTo6j
Kaise Hua,75,234722,0.44200000166893005,0.3700000047683716,0.46700000762939453,0,2,0.10899999737739563,-6.9730000495910645,1,0.041099999099969864,137.79600524902344,4,0.16200000047683716,dev.eshanM.Musik.Song,64e0927daea7d56b2f15407f,64e0927daea7d56b2f154080,Youtube,yt,null,64e0927daea7d56b2f154081,Download : 9x,dlink,null,64e0927eaea7d56b2f154082,Lyrics : Genius,lyric,null,64e0927eaea7d56b2f154083,Vishal Mishra,artInfo,https://open.spotify.com/artist/5wJ1H6ud777odtZl5gG507,64e0927eaea7d56b2f154084,Kabir Singh,albInfo,https://open.spotify.com/album/3uuu6u13U0KeVQsZ3CZKK4
"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",83,313051,0.7940000295639038,0.5820000171661377,0.4180000126361847,0,7,0.10899999737739563,-8.701000213623047,1,0.02879999950528145,112.90899658203125,4,0.24300000071525574,dev.eshanM.Musik.Song,64e0927faea7d56b2f154085,64e0927faea7d56b2f154086,Youtube,yt,null,64e0927faea7d56b2f154087,Download : 9x,dlink,null,64e0927faea7d56b2f154088,Lyrics : Genius,lyric,null,64e0927faea7d56b2f154089,Pritam,artInfo,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,64e09280aea7d56b2f15408a,"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",albInfo,https://open.spotify.com/album/7kXEDaT5yy8IUT7Fmqs1i2
"Ranjha (From ""Shershaah"")",79,228855,0.4779999852180481,0.6029999852180481,0.5730000138282776,0,1,0.09709999710321426,-5.8429999351501465,1,0.050200000405311584,82.94100189208984,4,0.23600000143051147,dev.eshanM.Musik.Song,64e09281aea7d56b2f15408b,64e09281aea7d56b2f15408c,Youtube,yt,null,64e09281aea7d56b2f15408d,Download : 9x,dlink,null,64e09281aea7d56b2f15408e,Lyrics : Genius,lyric,null,64e09281aea7d56b2f15408f,Jasleen Royal,artInfo,https://open.spotify.com/artist/74OaRjmyh0XyRZsQQQ5l7c,64e09282aea7d56b2f154090,"Ranjha (From ""Shershaah"")",albInfo,https://open.spotify.com/album/0Z1zYMwJRpvq0d9rdqTOYo
Shayad,78,247941,0.7839999794960022,0.4830000102519989,0.46799999475479126,0,8,0.15199999511241913,-7.642000198364258,1,0.0340999998152256,135.875,4,0.3190000057220459,dev.eshanM.Musik.Song,64e09283aea7d56b2f154091,64e09283aea7d56b2f154092,Youtube,yt,null,64e09283aea7d56b2f154093,Download : 9x,dlink,null,64e09283aea7d56b2f154094,Lyrics : Genius,lyric,null,64e09283aea7d56b2f154095,Pritam,artInfo,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,64e09283aea7d56b2f154096,Love Aaj Kal (Original Motion Picture Soundtrack),albInfo,https://open.spotify.com/album/6IXfWhC7omotM4lt0ROmEr
"Kesariya (From ""Brahmastra"")",81,268165,0.5720000267028809,0.5770000219345093,0.5740000009536743,0,0,0.10000000149011612,-6.525000095367432,1,0.027799999341368675,94.00900268554688,4,0.4359999895095825,dev.eshanM.Musik.Song,64e09284aea7d56b2f154097,64e09284aea7d56b2f154098,Youtube,yt,null,64e09285aea7d56b2f154099,Download : 9x,dlink,null,64e09285aea7d56b2f15409a,Lyrics : Genius,lyric,null,64e09285aea7d56b2f15409b,Pritam,artInfo,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,64e09285aea7d56b2f15409c,"Kesariya (From ""Brahmastra"")",albInfo,https://open.spotify.com/album/1HeX4SmCFW4EPHQDvHgrVS
"Nadiyon Paar (Let the Music Play Again) (From ""Roohi"")",72,164046,0.13699999451637268,0.875,0.8460000157356262,0.000011500000255182385,7,0.12300000339746475,-5.276000022888184,1,0.07159999758005142,114.98100280761719,4,0.6970000267028809,dev.eshanM.Musik.Song,64e09286aea7d56b2f15409d,64e09286aea7d56b2f15409e,Youtube,yt,null,64e09287aea7d56b2f15409f,Download : 9x,dlink,null,64e09287aea7d56b2f1540a0,Lyrics : Genius,lyric,null,64e09287aea7d56b2f1540a1,Sachin-Jigar,artInfo,https://open.spotify.com/artist/1mBydYMVBECdDmMfE2sEUO,64e09287aea7d56b2f1540a2,"Nadiyon Paar (Let the Music Play Again) [From ""Roohi""]",albInfo,https://open.spotify.com/album/2O5eyYEtqdbdixyQxDzCxi
"Pyaar Hota Kayi Baar Hai (From ""Tu Jhoothi Main Makkaar"")",79,216271,0.1379999965429306,0.7720000147819519,0.7670000195503235,0,0,0.5569999814033508,-4.791999816894531,1,0.038100000470876694,122.02400207519531,4,0.8659999966621399,dev.eshanM.Musik.Song,64e09288aea7d56b2f1540a3,64e09288aea7d56b2f1540a4,Youtube,yt,null,64e09288aea7d56b2f1540a5,Download : 9x,dlink,null,64e09288aea7d56b2f1540a6,Lyrics : Genius,lyric,null,64e09289aea7d56b2f1540a7,Pritam,artInfo,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,64e09289aea7d56b2f1540a8,"Pyaar Hota Kayi Baar Hai (From ""Tu Jhoothi Main Makkaar"")",albInfo,https://open.spotify.com/album/1cttjZoENYipDCPgISthpY
"Doobey (From ""Gehraiyaan"")",67,219687,0.34200000762939453,0.7509999871253967,0.6690000295639038,0.000013099999705445953,3,0.08219999819993973,-6.5320000648498535,0,0.03590000048279762,119.01399993896484,4,0.35899999737739563,dev.eshanM.Musik.Song,64e0928aaea7d56b2f1540a9,64e0928aaea7d56b2f1540aa,Youtube,yt,null,64e0928aaea7d56b2f1540ab,Download : 9x,dlink,null,64e0928aaea7d56b2f1540ac,Lyrics : Genius,lyric,null,64e0928aaea7d56b2f1540ad,OAFF,artInfo,https://open.spotify.com/artist/2k66ibJfgMigF5QWqUgLyR,64e0928aaea7d56b2f1540ae,"Doobey (From ""Gehraiyaan"")",albInfo,https://open.spotify.com/album/48VomBCSqAsYmxI3C3TNSC
Kabira,78,223460,0.48100000619888306,0.5899999737739563,0.5550000071525574,0,2,0.19200000166893005,-6.861000061035156,1,0.02710000053048134,84.0270004272461,4,0.19099999964237213,dev.eshanM.Musik.Song,64e0928caea7d56b2f1540af,64e0928caea7d56b2f1540b0,Youtube,yt,null,64e0928caea7d56b2f1540b1,Download : 9x,dlink,null,64e0928caea7d56b2f1540b2,Lyrics : Genius,lyric,null,64e0928caea7d56b2f1540b3,Pritam,artInfo,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,64e0928caea7d56b2f1540b4,Yeh Jawaani Hai Deewani,albInfo,https://open.spotify.com/album/2Lxoc72vRTGdQfMvj7Ovi1
"Duniyaa (From ""Luka Chuppi"")",77,222501,0.6990000009536743,0.4350000023841858,0.6579999923706055,0,7,0.125,-5.948999881744385,0,0.03680000081658363,77.16999816894531,4,0.5239999890327454,dev.eshanM.Musik.Song,64e0928eaea7d56b2f1540b5,64e0928eaea7d56b2f1540b6,Youtube,yt,null,64e0928eaea7d56b2f1540b7,Download : 9x,dlink,null,64e0928eaea7d56b2f1540b8,Lyrics : Genius,lyric,null,64e0928eaea7d56b2f1540b9,Akhil,artInfo,https://open.spotify.com/artist/6zZrFenNe3YPttxZsnQQs1,64e0928eaea7d56b2f1540ba,"Duniyaa (From ""Luka Chuppi"")",albInfo,https://open.spotify.com/album/5hzAIEMlQpsEGIQFvnFOQx
Tera Ban Jaunga,73,236437,0.8209999799728394,0.6050000190734863,0.5299999713897705,0,11,0.13099999725818634,-6.3460001945495605,1,0.02459999918937683,93.94999694824219,4,0.3970000147819519,dev.eshanM.Musik.Song,64e0928faea7d56b2f1540bb,64e0928faea7d56b2f1540bc,Youtube,yt,null,64e09290aea7d56b2f1540bd,Download : 9x,dlink,null,64e09290aea7d56b2f1540be,Lyrics : Genius,lyric,null,64e09290aea7d56b2f1540bf,Akhil Sachdeva,artInfo,https://open.spotify.com/artist/3TOhzLRYnkkul71yRBxIoM,64e09290aea7d56b2f1540c0,Kabir Singh,albInfo,https://open.spotify.com/album/3uuu6u13U0KeVQsZ3CZKK4
Sapna Jahan,67,341780,0.7799999713897705,0.47099998593330383,0.32899999618530273,0.002099999925121665,0,0.11699999868869781,-11.958000183105469,0,0.031199999153614044,126.10700225830078,4,0.14399999380111694,dev.eshanM.Musik.Song,64e09291aea7d56b2f1540c1,64e09291aea7d56b2f1540c2,Youtube,yt,null,64e09291aea7d56b2f1540c3,Download : 9x,dlink,null,64e09291aea7d56b2f1540c4,Lyrics : Genius,lyric,null,64e09292aea7d56b2f1540c5,Ajay-Atul,artInfo,https://open.spotify.com/artist/5fvTHKKzW44A9867nPDocM,64e09292aea7d56b2f1540c6,Brothers (Original Motion Picture Soundtrack),albInfo,https://open.spotify.com/album/383e45grHa4YKHGRojMqYy
Meri Jaan,57,238103,0.6290000081062317,0.7450000047683716,0.4320000112056732,0,0,0.35100001096725464,-8.092000007629395,0,0.0406000018119812,104.01799774169922,4,0.6930000185966492,dev.eshanM.Musik.Song,64e09293aea7d56b2f1540c7,64e09293aea7d56b2f1540c8,Youtube,yt,null,64e09293aea7d56b2f1540c9,Download : 9x,dlink,null,64e09293aea7d56b2f1540ca,Lyrics : Genius,lyric,null,64e09293aea7d56b2f1540cb,Neeti Mohan,artInfo,https://open.spotify.com/artist/3ZxZ03fj3tXBZHZWzvaLSM,64e09294aea7d56b2f1540cc,Gangubai Kathiawadi (Original Motion Picture Soundtrack),albInfo,https://open.spotify.com/album/3kT50JTcaeVQMIh0NUNjyM
Raataan Lambiyan,74,230292,0.6100000143051147,0.7210000157356262,0.628000020980835,0,10,0.1080000028014183,-5.546000003814697,1,0.04089999943971634,81.00800323486328,4,0.5139999985694885,dev.eshanM.Musik.Song,64e09295aea7d56b2f1540cd,64e09295aea7d56b2f1540ce,Youtube,yt,null,64e09295aea7d56b2f1540cf,Download : 9x,dlink,null,64e09295aea7d56b2f1540d0,Lyrics : Genius,lyric,null,64e09295aea7d56b2f1540d1,Tanishk Bagchi,artInfo,https://open.spotify.com/artist/4f7KfxeHq9BiylGmyXepGt,64e09296aea7d56b2f1540d2,Shershaah (Original Motion Picture Soundtrack),albInfo,https://open.spotify.com/album/5BLwx5IlfoWOrjJJ3i7gbK
"Ae Dil Hai Mushkil Title Track (From ""Ae Dil Hai Mushkil"")",73,269032,0.7129999995231628,0.4950000047683716,0.6539999842643738,0,3,0.16500000655651093,-6.638999938964844,0,0.06790000200271606,123.89600372314453,4,0.3499999940395355,dev.eshanM.Musik.Song,64e09297aea7d56b2f1540d3,64e09297aea7d56b2f1540d4,Youtube,yt,null,64e09297aea7d56b2f1540d5,Download : 9x,dlink,null,64e09297aea7d56b2f1540d6,Lyrics : Genius,lyric,null,64e09298aea7d56b2f1540d7,Pritam,artInfo,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,64e09298aea7d56b2f1540d8,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],albInfo,https://open.spotify.com/album/5xjaz957o6YGSXmlfd2tex
"Rait Zara Si (From ""Atrangi Re"")",72,291462,0.781000018119812,0.5630000233650208,0.4950000047683716,0,2,0.08370000123977661,-10.272000312805176,1,0.03620000183582306,125.99800109863281,4,0.24400000274181366,dev.eshanM.Musik.Song,64e09299aea7d56b2f1540d9,64e0929aaea7d56b2f1540da,Youtube,yt,null,64e0929aaea7d56b2f1540db,Download : 9x,dlink,null,64e0929aaea7d56b2f1540dc,Lyrics : Genius,lyric,null,64e0929aaea7d56b2f1540dd,A.R. Rahman,artInfo,https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG,64e0929aaea7d56b2f1540de,"Rait Zara Si (From ""Atrangi Re"")",albInfo,https://open.spotify.com/album/2L1otdfoUvp3MKdaT4knVK
Humdard,74,260590,0.7590000033378601,0.5720000267028809,0.5410000085830688,0,5,0.11100000143051147,-6.449999809265137,1,0.02449999935925007,87.01000213623047,4,0.26600000262260437,dev.eshanM.Musik.Song,64e0929caea7d56b2f1540df,64e0929caea7d56b2f1540e0,Youtube,yt,null,64e0929caea7d56b2f1540e1,Download : 9x,dlink,null,64e0929caea7d56b2f1540e2,Lyrics : Genius,lyric,null,64e0929caea7d56b2f1540e3,Arijit Singh,artInfo,https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw,64e0929caea7d56b2f1540e4,Ek Villain,albInfo,https://open.spotify.com/album/3EkmvTqyKrnMw1WiVpsSwF
"Srivalli (From ""Pushpa The Rise Part - 01"")",69,224072,0.4350000023841858,0.7870000004768372,0.6029999852180481,0,9,0.10100000351667404,-4.781000137329102,1,0.03400000184774399,106.98400115966797,4,0.7429999709129333,dev.eshanM.Musik.Song,64e0929eaea7d56b2f1540e5,64e0929eaea7d56b2f1540e6,Youtube,yt,null,64e0929eaea7d56b2f1540e7,Download : 9x,dlink,null,64e0929eaea7d56b2f1540e8,Lyrics : Genius,lyric,null,64e0929eaea7d56b2f1540e9,Javed Ali,artInfo,https://open.spotify.com/artist/4W91bbPB2CTSsHwt7eqNl7,64e0929eaea7d56b2f1540ea,"Srivalli (From ""Pushpa The Rise Part - 01"")",albInfo,https://open.spotify.com/album/0o80h7hMTz2wjzJSvckOcr
Agar Tum Saath Ho,78,341055,0.5569999814033508,0.5619999766349792,0.5189999938011169,0.0002680000034160912,3,0.1720000058412552,-8.744000434875488,1,0.032600000500679016,122.92500305175781,4,0.41499999165534973,dev.eshanM.Musik.Song,64e0929faea7d56b2f1540eb,64e092a0aea7d56b2f1540ec,Youtube,yt,null,64e092a0aea7d56b2f1540ed,Download : 9x,dlink,null,64e092a0aea7d56b2f1540ee,Lyrics : Genius,lyric,null,64e092a0aea7d56b2f1540ef,Alka Yagnik,artInfo,https://open.spotify.com/artist/3gBKY0y3dFFVRqicLnVZYz,64e092a0aea7d56b2f1540f0,Tamasha,albInfo,https://open.spotify.com/album/2CUXo26JAWIbQx0EVMnjpA
"Channa Mereya (From ""Ae Dil Hai Mushkil"")",74,289333,0.2370000034570694,0.47600001096725464,0.7879999876022339,0.000024900000425986946,9,0.10599999874830246,-4.821000099182129,0,0.044599998742341995,90.06600189208984,4,0.7459999918937683,dev.eshanM.Musik.Song,64e092a1aea7d56b2f1540f1,64e092a2aea7d56b2f1540f2,Youtube,yt,null,64e092a2aea7d56b2f1540f3,Download : 9x,dlink,null,64e092a2aea7d56b2f1540f4,Lyrics : Genius,lyric,null,64e092a2aea7d56b2f1540f5,Pritam,artInfo,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,64e092a2aea7d56b2f1540f6,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],albInfo,https://open.spotify.com/album/5xjaz957o6YGSXmlfd2tex
Tujhe Kitna Chahne Lage,75,284780,0.7350000143051147,0.39500001072883606,0.3970000147819519,0,11,0.10999999940395355,-7.556000232696533,1,0.03680000081658363,70.56800079345703,4,0.30300000309944153,dev.eshanM.Musik.Song,64e092a3aea7d56b2f1540f7,64e092a4aea7d56b2f1540f8,Youtube,yt,null,64e092a4aea7d56b2f1540f9,Download : 9x,dlink,null,64e092a4aea7d56b2f1540fa,Lyrics : Genius,lyric,null,64e092a4aea7d56b2f1540fb,Arijit Singh,artInfo,https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw,64e092a4aea7d56b2f1540fc,Kabir Singh,albInfo,https://open.spotify.com/album/3uuu6u13U0KeVQsZ3CZKK4
